Filename,Artifact,Black,Blue,Colorless,Creature,Enchantment,Green,InstantSorcery,Land,Planeswalker,Red,White
pcy_12,0,0,0,0,1,0,0,0,0,0,0,1
ody_186,0,0,0,0,1,0,0,0,0,0,1,0
isd_64_front,0,0,1,0,1,0,0,0,0,0,0,0
ice_7,0,0,0,0,0,0,0,1,0,0,0,1
m10_237,0,0,1,0,0,0,0,0,1,0,0,0
emn_75,0,0,1,0,0,0,0,1,0,0,0,0
drk_22,0,0,1,0,0,1,0,0,0,0,0,0
rav_67,0,0,1,0,1,0,0,0,0,0,0,0
pls_20,0,0,1,0,0,0,0,1,0,0,0,0
ons_229,0,0,0,0,1,0,0,0,0,0,1,0
ppre_33,0,1,0,0,1,0,0,0,0,0,0,0
m19_155,0,0,0,0,0,1,0,0,0,0,1,0
dtk_43,0,0,0,0,1,0,0,0,0,0,0,1
gtc_50,0,0,1,0,1,0,0,0,0,0,0,0
c15_40,0,0,0,0,0,0,1,1,0,0,0,0
gs1_24,0,0,0,0,1,0,1,0,0,0,0,0
plc_132,0,0,0,0,1,0,1,0,0,0,0,0
e01_105,0,0,0,0,0,0,0,0,1,0,1,0
por_120,0,0,0,0,0,0,0,1,0,0,1,0
kld_111,0,0,0,0,0,0,0,1,0,0,1,0
bng_139,0,0,0,0,1,0,1,0,0,0,0,0
ons_253,0,0,0,0,0,1,1,0,0,0,0,0
wwk_28,0,0,1,0,1,0,0,0,0,0,0,0
m19_23,0,0,0,0,1,0,0,0,0,0,0,1
usg_182,0,0,0,0,1,0,0,0,0,0,1,0
tshm_4,0,0,0,0,1,0,0,0,0,0,1,0
ogw_107,0,0,0,0,1,0,0,0,0,0,1,0
mor_133,0,0,0,0,0,0,1,1,0,0,0,0
m20_17,0,0,0,0,0,1,0,0,0,0,0,1
frf_110,0,0,0,0,0,1,0,0,0,0,1,0
avr_55,0,0,1,0,0,0,0,1,0,0,0,0
nph_70,0,1,0,0,0,0,0,1,0,0,0,0
inv_18,0,0,0,0,0,0,0,1,0,0,0,1
cns_167,0,0,0,0,1,0,1,0,0,0,0,0
lrw_239,0,0,0,0,1,0,1,0,0,0,0,0
tmp_189,0,0,0,0,1,0,0,0,0,0,1,0
f10_10,0,0,0,0,0,0,0,1,0,0,1,0
prm_62439,0,0,0,0,0,0,0,1,0,0,1,0
fem_52,0,0,0,0,1,0,0,0,0,0,1,0
nem_74,0,1,0,0,0,0,0,1,0,0,0,0
kld_161,0,0,0,0,1,0,1,0,0,0,0,0
som_123,0,0,0,0,1,0,1,0,0,0,0,0
lea_254,1,0,0,1,0,0,0,0,0,0,0,0
ppod_1,0,0,0,0,1,0,0,0,0,0,0,1
9ed_224,0,0,0,0,1,0,0,0,0,0,1,0
5ed_63,0,0,0,0,0,0,0,1,0,0,0,1
usg_184,0,0,0,0,0,0,0,1,0,0,1,0
leg_79,0,0,1,0,0,0,0,1,0,0,0,0
emn_88,0,1,0,0,1,0,0,0,0,0,0,0
war_136,0,0,0,0,0,0,0,1,0,0,1,0
dom_263,0,0,0,0,0,0,0,0,1,0,1,0
p08_2,0,0,1,0,0,0,0,1,0,0,0,0
m13_98,0,1,0,0,1,0,0,0,0,0,0,0
ptk_33,0,0,0,0,1,0,0,0,0,0,0,1
uds_117,0,0,0,0,0,0,1,1,0,0,0,0
lgn_72,0,1,0,0,1,0,0,0,0,0,0,0
pcy_22,0,0,0,0,0,1,0,0,0,0,0,1
bng_45,0,0,1,0,0,0,0,1,0,0,0,0
c19_15,0,1,0,0,1,0,0,0,0,0,0,0
mir_114,0,1,0,0,1,0,0,0,0,0,0,0
inv_194,0,0,0,0,1,0,1,0,0,0,0,0
usg_162,0,1,0,0,0,0,0,1,0,0,0,0
sth_14,0,0,0,0,0,0,0,1,0,0,0,1
lea_114,0,1,0,0,1,0,0,0,0,0,0,0
mmq_4,0,0,0,0,0,1,0,0,0,0,0,1
f15_6,0,0,1,0,1,0,0,0,0,0,0,0
pwp10_63,0,1,0,0,1,0,0,0,0,0,0,0
lea_204,0,0,0,0,0,1,1,0,0,0,0,0
ice_328,1,0,0,1,0,0,0,0,0,0,0,0
ice_124,0,1,0,0,0,1,0,0,0,0,0,0
ktk_74,0,1,0,0,1,0,0,0,0,0,0,0
usg_25,0,0,0,0,0,1,0,0,0,0,0,1
tmma_7,0,1,0,0,1,0,0,0,0,0,0,0
mh1_106,0,1,0,0,0,0,0,1,0,0,0,0
m20_46,0,0,1,0,1,0,0,0,0,0,0,0
m11_70,0,0,1,0,0,0,0,1,0,0,0,0
ogw_81,0,1,0,0,0,1,0,0,0,0,0,0
m19_99,0,1,0,0,1,0,0,0,0,0,0,0
mma_166,0,0,0,0,1,0,1,0,0,0,0,0
ons_26,0,0,0,0,1,0,0,0,0,0,0,1
pelp_5,0,1,0,0,0,0,0,0,1,0,0,0
hou_118,0,0,0,0,1,0,1,0,0,0,0,0
atq_36,1,0,0,1,0,0,0,0,0,0,0,0
lrw_41,0,0,0,0,1,0,0,0,0,0,0,1
xln_162,0,0,0,0,1,0,0,0,0,0,1,0
por_52,0,0,1,0,1,0,0,0,0,0,0,0
hml_54,0,1,0,0,1,0,0,0,0,0,0,0
leg_36,0,0,0,0,0,0,0,1,0,0,0,1
nem_89,0,0,0,0,1,0,0,0,0,0,1,0
bng_115,0,0,0,0,0,0,0,1,0,0,1,0
pcy_15,0,0,0,0,1,0,0,0,0,0,0,1
ths_21,0,0,0,0,1,0,0,0,0,0,0,1
usg_89,0,0,1,0,0,0,0,1,0,0,0,0
ths_179,0,0,0,0,1,0,1,0,0,0,0,0
fem_46,0,1,0,0,1,0,0,0,0,0,0,0
m13_130,0,0,0,0,1,0,0,0,0,0,1,0
fut_91,0,1,0,0,1,0,0,0,0,0,0,0
uds_94,0,0,0,0,0,0,0,1,0,0,1,0
mh1_111,0,1,0,0,0,0,0,1,0,0,0,0
mrd_42,0,0,1,0,0,1,0,0,0,0,0,0
kld_240,1,0,0,0,0,0,1,0,0,0,0,0
eld_154,0,0,0,0,1,0,1,0,0,0,0,0
rix_114,0,0,0,0,0,0,0,1,0,0,1,0
hml_79,0,0,0,0,0,0,0,1,0,0,1,0
bok_115,0,0,0,0,1,0,0,0,0,0,1,0
ons_265,0,0,0,0,1,0,1,0,0,0,0,0
som_160,1,0,0,1,0,0,0,0,0,0,0,0
c14_20,0,0,1,0,0,1,0,0,0,0,0,0
m10_17,0,0,0,0,0,1,0,0,0,0,0,1
bbd_33,0,0,1,0,1,0,0,0,0,0,0,0
kld_49,0,0,1,0,0,0,0,1,0,0,0,0
10e_26,0,0,0,0,1,0,0,0,0,0,0,1
rav_171,0,0,0,0,1,0,1,0,0,0,0,0
vis_33,0,0,1,0,0,0,0,1,0,0,0,0
pr2_6,0,0,0,0,1,0,1,0,0,0,0,0
rtr_127,0,0,0,0,1,0,1,0,0,0,0,0
bng_98,0,0,0,0,1,0,0,0,0,0,1,0
mh1_241,0,0,0,0,0,0,0,0,1,0,0,1
mir_122,0,1,0,0,1,0,0,0,0,0,0,0
jou_26,0,0,0,0,1,0,0,0,0,0,0,1
con_142,0,0,0,1,0,0,0,0,1,0,0,0
jud_117,0,0,0,0,1,0,1,0,0,0,0,0
zen_1,0,0,0,0,1,0,0,0,0,0,0,1
hml_32a,0,0,1,0,0,0,0,1,0,0,0,0
ths_177,0,0,0,0,1,0,1,0,0,0,0,0
nem_60,0,1,0,0,0,0,0,1,0,0,0,0
5ed_312,0,0,0,0,0,1,1,0,0,0,0,0
bbd_47,0,1,0,0,0,0,0,1,0,0,0,0
ody_267,0,0,0,0,1,0,1,0,0,0,0,0
pm14_21,0,0,0,0,0,0,0,1,0,0,0,1
bbd_41,0,0,1,0,1,0,0,0,0,0,0,0
usg_349,0,0,0,0,0,0,1,0,1,0,0,0
ice_53,0,0,0,0,1,0,0,0,0,0,0,1
usg_159,0,1,0,0,1,0,0,0,0,0,0,0
bok_118,0,0,0,0,0,0,0,1,0,0,1,0
pktk_106s,0,0,0,0,0,0,0,1,0,0,1,0
emn_158,0,0,0,0,1,0,1,0,0,0,0,0
c14_222,0,0,0,0,1,0,1,0,0,0,0,0
5dn_29,0,0,1,0,0,0,0,1,0,0,0,0
zen_200,1,0,0,1,0,0,0,0,0,0,0,0
ddo_59,0,0,0,1,0,0,0,0,1,0,0,0
dd1_42,0,0,0,0,1,0,0,0,0,0,1,0
roe_84,0,0,1,0,1,0,0,0,0,0,0,0
ulg_75,0,0,0,0,1,0,0,0,0,0,1,0
akh_126,0,0,0,0,0,1,0,0,0,0,1,0
mrd_303,0,0,0,0,0,0,1,0,1,0,0,0
7ed_305,1,0,0,1,0,0,0,0,0,0,0,0
isd_164,0,0,0,0,1,0,0,0,0,0,1,0
uds_127,1,0,0,1,0,0,0,0,0,0,0,0
ptk_59,0,0,1,0,1,0,0,0,0,0,0,0
rav_303,0,0,0,0,0,0,1,0,1,0,0,0
sth_138,1,0,0,1,0,0,0,0,0,0,0,0
arn_19,0,0,1,0,1,0,0,0,0,0,0,0
atq_80b,0,0,0,1,0,0,0,0,1,0,0,0
lea_235,1,0,0,1,0,0,0,0,0,0,0,0
fem_21,0,0,1,0,0,1,0,0,0,0,0,0
c16_167,0,0,0,0,0,0,1,1,0,0,0,0
bfz_256,0,0,1,0,0,0,0,0,1,0,0,0
eld_22,0,0,0,0,1,0,0,0,0,0,0,1
mor_21,0,0,0,0,0,0,0,1,0,0,0,1
hml_105,1,0,0,1,0,0,0,0,0,0,0,0
rtr_9,0,0,0,0,0,1,0,0,0,0,0,1
sth_8,0,0,0,0,1,0,0,0,0,0,0,1
sth_74,0,1,0,0,0,1,0,0,0,0,0,0
c14_322,0,0,1,0,0,0,0,0,1,0,0,0
ons_10,0,0,0,0,1,0,0,0,0,0,0,1
lrw_153,0,0,0,0,1,0,0,0,0,0,1,0
bok_112,0,0,0,0,1,0,0,0,0,0,1,0
lgn_2,0,0,0,0,1,0,0,0,0,0,0,1
p02_44,0,0,1,0,1,0,0,0,0,0,0,0
lgn_136,0,0,0,0,1,0,1,0,0,0,0,0
m10_139,0,0,0,0,1,0,0,0,0,0,1,0
ktk_4,0,0,0,0,1,0,0,0,0,0,0,1
lrw_72,0,0,1,0,0,1,0,0,0,0,0,0
bbd_32,0,0,0,0,0,1,0,0,0,0,0,1
mir_237,0,0,0,0,0,1,1,0,0,0,0,0
fut_152,0,0,0,0,1,0,1,0,0,0,0,0
brb_123,0,0,0,0,0,0,0,0,1,0,1,0
exo_5,0,0,0,0,0,1,0,0,0,0,0,1
ice_95,0,0,1,0,1,0,0,0,0,0,0,0
apc_69,0,0,0,0,0,0,0,1,0,0,1,0
eld_42,0,0,1,0,0,0,0,1,0,0,0,0
7ed_341,0,0,0,0,0,0,0,0,1,0,0,1
zen_79,0,1,0,0,1,0,0,0,0,0,0,0
bfz_37,0,0,0,0,1,0,0,0,0,0,0,1
evg_39,0,0,0,0,1,0,0,0,0,0,1,0
usg_265,0,0,0,0,0,1,1,0,0,0,0,0
eld_355,0,1,0,0,1,0,0,0,0,0,0,0
nem_139,1,0,0,1,0,0,0,0,0,0,0,0
s99_59,0,0,1,0,1,0,0,0,0,0,0,0
pls_31,0,0,1,0,1,0,0,0,0,0,0,0
drk_75,0,0,0,0,1,0,1,0,0,0,0,0
m20_120,0,1,0,0,1,0,0,0,0,0,0,0
mbs_13,0,0,0,0,0,0,0,1,0,0,0,1
tmm3_3,0,0,0,0,1,0,0,0,0,0,0,1
war_37,0,0,0,0,0,0,0,0,0,1,0,1
atq_31,0,0,0,0,1,0,1,0,0,0,0,0
m15_113,0,1,0,0,1,0,0,0,0,0,0,0
vis_66,0,1,0,0,1,0,0,0,0,0,0,0
ody_79,0,0,1,0,0,0,0,1,0,0,0,0
10e_135,0,1,0,0,0,0,0,1,0,0,0,0
ody_315,0,1,0,0,0,0,0,0,1,0,0,0
wth_9,0,0,0,0,1,0,0,0,0,0,0,1
isd_103,0,1,0,0,0,1,0,0,0,0,0,0
5ed_364,1,0,0,1,0,0,0,0,0,0,0,0
lrw_158,0,0,0,0,1,0,0,0,0,0,1,0
akh_139,0,0,0,0,1,0,0,0,0,0,1,0
atq_50,1,0,0,1,0,0,0,0,0,0,0,0
rix_123,0,0,0,0,1,0,1,0,0,0,0,0
all_103b,0,0,0,0,1,0,1,0,0,0,0,0
pc2_1,0,0,0,0,1,0,0,0,0,0,0,1
wth_166,0,0,0,1,0,0,0,0,1,0,0,0
leg_184,0,0,0,0,1,0,1,0,0,0,0,0
vis_84,0,0,0,0,1,0,0,0,0,0,1,0
mor_76,0,1,0,0,0,0,0,1,0,0,0,0
plc_101,0,0,0,0,1,0,0,0,0,0,1,0
eld_360,0,0,0,0,1,0,0,0,0,0,1,0
usg_4,0,0,0,0,1,0,0,0,0,0,0,1
dgm_28,0,1,0,0,1,0,0,0,0,0,0,0
all_5,0,0,0,0,1,0,0,0,0,0,0,1
ody_122,0,1,0,0,0,1,0,0,0,0,0,0
ice_251,0,0,0,0,1,0,1,0,0,0,0,0
5ed_22,0,0,0,0,0,1,0,0,0,0,0,1
lgn_29,0,0,0,0,1,0,0,0,0,0,0,1
aer_165,1,0,0,1,0,0,0,0,0,0,0,0
tmp_4,0,0,0,0,1,0,0,0,0,0,0,1
isd_163,0,0,0,0,1,0,0,0,0,0,1,0
pls_19,0,0,0,0,1,0,0,0,0,0,0,1
som_112,0,0,0,0,1,0,1,0,0,0,0,0
isd_29,0,0,0,0,0,0,0,1,0,0,0,1
plc_33,0,0,1,0,1,0,0,0,0,0,0,0
fut_111,0,0,0,0,1,0,0,0,0,0,1,0
avr_196,0,0,0,0,0,0,1,1,0,0,0,0
mir_148,0,1,0,0,1,0,0,0,0,0,0,0
pcy_121,0,0,0,0,1,0,1,0,0,0,0,0
5ed_75,0,0,1,0,0,0,0,1,0,0,0,0
soi_252,1,0,0,1,0,0,0,0,0,0,0,0
pogw_29,0,0,0,0,1,0,0,0,0,0,0,1
jou_56,0,0,1,0,1,0,0,0,0,0,0,0
mbs_35,0,0,1,0,0,0,0,1,0,0,0,0
bok_21,0,0,0,0,0,0,0,1,0,0,0,1
tmp_219,0,0,0,0,0,1,1,0,0,0,0,0
chk_217,0,0,0,0,1,0,1,0,0,0,0,0
nem_85,0,0,0,0,0,1,0,0,0,0,1,0
rav_135,0,0,0,0,0,1,0,0,0,0,1,0
dis_41,0,1,0,0,0,0,0,1,0,0,0,0
frf_114,0,0,0,0,1,0,0,0,0,0,1,0
ps14_103,0,1,0,0,0,0,0,0,0,1,0,0
lgn_64,0,1,0,0,1,0,0,0,0,0,0,0
5dn_135,1,0,0,1,0,0,0,0,0,0,0,0
chk_197,0,0,0,0,0,0,0,1,0,0,1,0
m13_232,0,0,0,0,0,0,0,0,1,0,0,1
tsp_216,0,0,0,0,0,0,1,1,0,0,0,0
c16_18,0,0,0,0,0,1,0,0,0,0,1,0
shm_61,0,1,0,0,1,0,0,0,0,0,0,0
m15_122,0,1,0,0,0,1,0,0,0,0,0,0
tmp_141,0,1,0,0,1,0,0,0,0,0,0,0
jud_8,0,0,0,0,0,0,0,1,0,0,0,1
dis_50,0,1,0,0,0,1,0,0,0,0,0,0
m12_209,1,0,0,1,0,0,0,0,0,0,0,0
csp_72,0,1,0,0,0,0,0,1,0,0,0,0
eld_28,0,0,0,0,1,0,0,0,0,0,0,1
por_163,0,0,0,0,1,0,1,0,0,0,0,0
wwk_84,0,0,0,0,1,0,0,0,0,0,1,0
tmp_283,1,0,0,1,0,0,0,0,0,0,0,0
nph_86,0,0,0,0,0,0,0,1,0,0,1,0
ktk_141,0,0,0,0,1,0,1,0,0,0,0,0
gs1_17,0,0,1,0,0,0,0,1,0,0,0,0
ogw_69,0,1,0,0,1,0,0,0,0,0,0,0
plc_42,0,0,1,0,1,0,0,0,0,0,0,0
shm_109,0,0,0,0,1,0,1,0,0,0,0,0
soi_255,1,0,0,1,0,0,0,0,0,0,0,0
bng_52,0,0,1,0,0,1,0,0,0,0,0,0
10e_24,0,0,0,0,1,0,0,0,0,0,0,1
8ed_86,0,0,1,0,0,1,0,0,0,0,0,0
m13_125,0,0,0,0,0,0,0,1,0,0,1,0
wth_108,0,0,0,0,1,0,0,0,0,0,1,0
lrw_181,0,0,0,0,1,0,0,0,0,0,1,0
mmq_43,0,0,0,0,1,0,0,0,0,0,0,1
con_59,0,0,0,0,1,0,0,0,0,0,1,0
por_88,0,1,0,0,0,0,0,1,0,0,0,0
thou_5,0,1,0,0,1,0,0,0,0,0,0,0
sth_7,0,0,0,0,1,0,0,0,0,0,0,1
rav_147,0,0,0,0,1,0,0,0,0,0,1,0
m15_112,0,1,0,0,1,0,0,0,0,0,0,0
exo_48,0,0,1,0,1,0,0,0,0,0,0,0
wth_51,0,0,1,0,0,0,0,1,0,0,0,0
ice_173,0,0,0,0,1,0,0,0,0,0,1,0
jou_131,0,0,0,0,0,0,1,1,0,0,0,0
lrw_110,0,1,0,0,0,0,0,1,0,0,0,0
hml_40,0,0,1,0,1,0,0,0,0,0,0,0
aer_64,0,1,0,0,1,0,0,0,0,0,0,0
ody_232,0,0,0,0,1,0,1,0,0,0,0,0
ody_80,0,0,1,0,0,0,0,1,0,0,0,0
dis_47,0,1,0,0,0,0,0,1,0,0,0,0
bng_55,0,0,1,0,1,0,0,0,0,0,0,0
nph_153,1,0,0,1,0,0,0,0,0,0,0,0
pf20_1,0,0,0,0,0,0,0,1,0,0,0,1
inv_304,1,0,0,1,0,0,0,0,0,0,0,0
wth_64,0,1,0,0,1,0,0,0,0,0,0,0
p04_2,0,0,0,0,1,0,0,0,0,0,0,1
dom_52,0,0,1,0,0,0,0,1,0,0,0,0
lrw_10,0,0,0,0,1,0,0,0,0,0,0,1
chk_216,0,0,0,0,0,0,1,1,0,0,0,0
usg_46,0,0,0,0,1,0,0,0,0,0,0,1
mor_6,0,0,0,0,1,0,0,0,0,0,0,1
mmq_350,0,0,0,0,0,0,1,0,1,0,0,0
mrd_267,1,0,0,1,0,0,0,0,0,0,0,0
plc_58,0,0,1,0,0,0,0,1,0,0,0,0
vis_13,0,0,0,0,0,0,0,1,0,0,0,1
usg_74,0,0,1,0,0,0,0,1,0,0,0,0
v10_11,1,0,0,1,0,0,0,0,0,0,0,0
chk_123,0,1,0,0,1,0,0,0,0,0,0,0
7ed_119,0,1,0,0,1,0,0,0,0,0,0,0
m19_30,0,0,0,0,1,0,0,0,0,0,0,1
5dn_39,0,0,1,0,1,0,0,0,0,0,0,0
mmq_207,0,0,0,0,0,0,0,1,0,0,1,0
csp_47,0,0,1,0,0,0,0,1,0,0,0,0
lrw_60,0,0,1,0,1,0,0,0,0,0,0,0
akh_135,0,0,0,0,1,0,0,0,0,0,1,0
f10_3,0,0,0,1,0,0,0,0,1,0,0,0
tths_6,0,1,0,0,1,0,0,0,0,0,0,0
ice_366,0,0,0,0,0,0,0,0,1,0,0,1
mmq_334,0,0,0,0,0,0,0,0,1,0,0,1
leg_110,0,1,0,0,1,0,0,0,0,0,0,0
mrd_247,1,0,0,1,0,0,0,0,0,0,0,0
chk_35,0,0,0,0,1,0,0,0,0,0,0,1
ulg_139,0,0,1,0,0,0,0,0,1,0,0,0
ulg_36,0,0,1,0,0,0,0,1,0,0,0,0
ktk_250,0,0,0,0,0,0,0,0,1,0,0,1
usg_201,0,0,0,0,0,0,0,1,0,0,1,0
lea_185,0,0,0,0,0,0,1,1,0,0,0,0
roe_27,0,0,0,0,1,0,0,0,0,0,0,1
ppp1_1,0,0,0,0,0,0,0,0,1,0,0,1
eve_19,0,0,1,0,0,0,0,1,0,0,0,0
prel_13,0,1,0,0,1,0,0,0,0,0,0,0
mor_121,0,0,0,0,1,0,1,0,0,0,0,0
ugin_113,0,0,0,0,1,0,0,0,0,0,1,0
tsp_197,0,0,0,0,1,0,1,0,0,0,0,0
sth_41,0,0,1,0,0,0,0,1,0,0,0,0
ice_310,1,0,0,1,0,0,0,0,0,0,0,0
ice_89,0,0,1,0,1,0,0,0,0,0,0,0
ori_176,0,0,0,0,0,1,1,0,0,0,0,0
mor_90,0,0,0,0,1,0,0,0,0,0,1,0
chk_248,0,0,0,0,1,0,1,0,0,0,0,0
dka_91,0,0,0,0,1,0,0,0,0,0,1,0
tbth_14,1,0,0,1,0,0,0,0,0,0,0,0
dis_26,0,0,1,0,1,0,0,0,0,0,0,0
mrd_272,1,0,0,1,0,0,0,0,0,0,0,0
m12_118,0,1,0,0,0,0,0,1,0,0,0,0
ala_28,0,0,0,0,0,0,0,1,0,0,0,1
dom_276,0,0,0,0,0,0,0,1,0,0,1,0
eld_180,0,0,0,0,1,0,1,0,0,0,0,0
v09_5,0,0,0,0,1,0,0,0,0,0,1,0
pls_38,0,0,1,0,1,0,0,0,0,0,0,0
tsp_61,0,0,1,0,0,1,0,0,0,0,0,0
kld_31,0,0,0,0,1,0,0,0,0,0,0,1
tmp_71,0,0,1,0,0,1,0,0,0,0,0,0
gtc_29,0,0,1,0,0,0,0,1,0,0,0,0
ptk_23,0,0,0,0,1,0,0,0,0,0,0,1
wth_69,0,1,0,0,1,0,0,0,0,0,0,0
mir_164,0,0,0,0,0,1,0,0,0,0,1,0
7ed_44,0,0,0,0,0,0,0,1,0,0,0,1
tsp_158,0,0,0,0,0,1,0,0,0,0,1,0
mir_221,0,0,0,0,0,1,1,0,0,0,0,0
rix_120,0,0,0,0,0,1,0,0,0,0,1,0
roe_147,0,0,0,0,1,0,0,0,0,0,1,0
fut_73,0,1,0,0,0,1,0,0,0,0,0,0
cns_22,0,0,1,0,1,0,0,0,0,0,0,0
ons_164,0,1,0,0,1,0,0,0,0,0,0,0
war_257,0,1,0,0,0,0,0,0,1,0,0,0
dst_83,0,0,0,0,1,0,1,0,0,0,0,0
tc16_2,0,0,0,0,1,0,0,0,0,0,0,1
cn2_70,0,0,0,0,1,0,1,0,0,0,0,0
ody_238,0,0,0,0,1,0,1,0,0,0,0,0
bfz_21,0,0,0,0,1,0,0,0,0,0,0,1
bfz_189,0,0,0,0,0,0,1,1,0,0,0,0
fut_58,0,0,1,0,0,1,0,0,0,0,0,0
mrd_10,0,0,0,0,1,0,0,0,0,0,0,1
tsp_124,0,1,0,0,1,0,0,0,0,0,0,0
emn_42,0,0,0,0,1,0,0,0,0,0,0,1
gpt_19,0,0,0,0,0,0,0,1,0,0,0,1
mor_88,0,0,0,0,1,0,0,0,0,0,1,0
frf_134,0,0,0,0,0,0,1,1,0,0,0,0
p02_91,0,0,0,0,0,0,0,1,0,0,1,0
c17_7,0,0,0,0,1,0,0,0,0,0,0,1
med_WS4,0,0,1,0,0,0,0,0,0,1,0,0
ori_207,0,0,0,0,1,0,1,0,0,0,0,0
xln_173_back,0,0,0,1,0,0,0,0,1,0,0,0
scg_76,0,1,0,0,1,0,0,0,0,0,0,0
p02_75,0,1,0,0,1,0,0,0,0,0,0,0
psoi_157,0,0,0,0,1,0,0,0,0,0,1,0
takh_19,0,1,0,0,1,0,0,0,0,0,0,0
ppro_2017,0,0,0,1,1,0,0,0,0,0,0,0
tmp_322,0,0,0,1,0,0,0,0,1,0,0,0
wth_131,0,0,0,0,1,0,1,0,0,0,0,0
uds_70,0,1,0,0,1,0,0,0,0,0,0,0
roe_167,0,0,0,0,0,0,0,1,0,0,1,0
tmp_291,1,0,0,1,0,0,0,0,0,0,0,0
ktk_261,0,1,0,0,0,0,0,0,1,0,0,0
ptk_74,0,1,0,0,0,0,0,1,0,0,0,0
jud_88,0,0,0,0,0,0,0,1,0,0,1,0
bng_120,0,0,0,0,0,0,1,1,0,0,0,0
roe_206,0,0,0,0,0,0,1,1,0,0,0,0
fem_3c,0,0,0,0,1,0,0,0,0,0,0,1
som_57,0,1,0,0,1,0,0,0,0,0,0,0
fem_36,0,1,0,0,1,0,0,0,0,0,0,0
apc_76,0,0,0,0,1,0,1,0,0,0,0,0
tsp_127,0,1,0,0,1,0,0,0,0,0,0,0
jou_113,0,0,0,0,0,0,0,1,0,0,1,0
usg_260,0,0,0,0,0,1,1,0,0,0,0,0
grn_12,0,0,0,0,0,0,0,1,0,0,0,1
lrw_180,0,0,0,0,1,0,0,0,0,0,1,0
tisd_10,0,0,0,0,1,0,1,0,0,0,0,0
rav_302,0,0,0,0,0,0,0,0,1,0,1,0
dst_39,0,1,0,0,1,0,0,0,0,0,0,0
grn_99,0,0,0,0,0,1,0,0,0,0,1,0
chk_8,0,0,0,0,1,0,0,0,0,0,0,1
5dn_54,0,1,0,0,1,0,0,0,0,0,0,0
zen_9,0,0,0,0,0,0,0,1,0,0,0,1
dka_62,0,1,0,0,1,0,0,0,0,0,0,0
fem_5,0,0,0,0,1,0,0,0,0,0,0,1
p02_21,0,0,0,0,0,0,0,1,0,0,0,1
eve_17,0,0,1,0,0,0,0,1,0,0,0,0
ulg_115,0,0,0,0,1,0,1,0,0,0,0,0
mrd_104,0,0,0,0,0,0,0,1,0,0,1,0
m13_44,0,0,1,0,0,1,0,0,0,0,0,0
bfz_98,0,1,0,0,1,0,0,0,0,0,0,0
akh_83,0,1,0,0,0,1,0,0,0,0,0,0
pcy_18,0,0,0,0,1,0,0,0,0,0,0,1
wth_39,0,0,1,0,0,0,0,1,0,0,0,0
ths_75,0,1,0,0,1,0,0,0,0,0,0,0
pcy_130,0,0,0,0,0,1,1,0,0,0,0,0
ori_24,0,0,0,0,1,0,0,0,0,0,0,1
ice_25,0,0,0,0,0,0,0,1,0,0,0,1
7ed_10,0,0,0,0,0,1,0,0,0,0,0,1
atq_48,1,0,0,1,0,0,0,0,0,0,0,0
mh1_184,0,0,0,0,0,0,1,1,0,0,0,0
hml_57b,0,1,0,0,1,0,0,0,0,0,0,0
ody_260,0,0,0,0,0,0,1,1,0,0,0,0
dtk_88,0,1,0,0,1,0,0,0,0,0,0,0
mbs_84,0,0,0,0,0,0,1,1,0,0,0,0
ptk_6,0,0,0,0,1,0,0,0,0,0,0,1
tsp_261,1,1,0,0,0,0,0,0,0,0,0,0
all_99,0,0,0,0,0,1,1,0,0,0,0,0
dgm_4,0,0,0,0,1,0,0,0,0,0,0,1
por_200,0,0,1,0,0,0,0,0,1,0,0,0
kld_18,0,0,0,0,1,0,0,0,0,0,0,1
con_20,0,0,0,0,1,0,0,0,0,0,0,1
7ed_73,0,0,1,0,1,0,0,0,0,0,0,0
usg_314,1,0,0,1,0,0,0,0,0,0,0,0
ody_44,0,0,0,0,0,0,0,1,0,0,0,1
jud_18,0,0,0,0,0,0,0,1,0,0,0,1
ps19_53,0,0,1,0,1,0,0,0,0,0,0,0
mgb_10,0,0,0,0,1,0,1,0,0,0,0,0
7ed_32,0,0,0,0,1,0,0,0,0,0,0,1
ulg_32,0,0,1,0,0,0,0,1,0,0,0,0
tor_35,0,0,1,0,0,1,0,0,0,0,0,0
lrw_39,0,0,0,0,0,0,0,1,0,0,0,1
vis_17,0,0,0,0,0,0,0,1,0,0,0,1
mh1_100,0,1,0,0,1,0,0,0,0,0,0,0
som_26,0,0,0,0,0,1,0,0,0,0,0,1
takh_11,0,0,0,0,1,0,0,0,0,0,0,1
avr_129,0,0,0,0,0,0,0,1,0,0,1,0
kld_51,0,0,1,0,1,0,0,0,0,0,0,0
pal06_1,0,0,0,0,0,0,0,0,1,0,0,1
soi_24,0,0,0,0,1,0,0,0,0,0,0,1
ons_305,0,0,0,0,0,1,1,0,0,0,0,0
ema_97,0,1,0,0,0,0,0,1,0,0,0,0
5ed_260,0,0,0,0,0,0,0,1,0,0,1,0
p02_94,0,0,0,0,0,0,0,1,0,0,1,0
hou_117,0,0,0,0,0,0,1,1,0,0,0,0
drk_88,0,0,0,0,1,0,1,0,0,0,0,0
roe_50,0,0,0,0,1,0,0,0,0,0,0,1
f09_11,0,0,0,0,0,1,0,0,0,0,0,1
